id;title;brand;normal_price;low_price;high_price;oferta;categoria1;categoria2;datetime;Atributos;sin_stock;page;ahorro;ahorro_percent;kilo
2120;Aliño Ajo Ciboulette Gourmet Envase 250 g;Gourmet;1759.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2121;Mayonesa 500 g;Alacena;3819.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2122;Salsa de ajo 100 g;Don Juan;679.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2123;Mayonesa sabor palta frasco 312 g;HellmannS;2549.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2124;Mayonesa Low Fat Original doypack 700 g;Not Mayo;3399.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2125;Mostaza regular doypack 100 g;HellmannS;669.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2126;Mostaza Stoneground 340 g;American Classic;1999.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2127;Ají chileno en crema botella 240 g;Don Juan;1069.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2128;Salsa de Soya Light Bridge Pearl River 150 cc;Bridge Pearl River;1769.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2129;Mostaza 350 g;Traverso;0.0;863.0;1079.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;216.0;0.33;1.0
2130;Mostaza Dijon 340 g;American Classic;1999.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2131;Salsa de Soya light 165 cc;Gourmet;1719.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2132;Salsa picante tabasco botella 60 ml;Tabasco;3639.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2133;Salsa BBQ honey 510 g;American Classic;2499.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2134;Ketchup regular doypack 250 g;HellmannS;1479.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2135;Salsa de Ají Chipotle La Costeña 145 grs.;La Costeña;1839.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2136;Mayonesa sabor ajo 372 g;HellmannS;1919.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2137;Ají Pebre Gourmet Frasco 170 grs.;Gourmet;1379.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2138;Aliño Yoghurt Eneldo Gourmet Envase 250 g.;Gourmet;1689.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2139;Ají Merken Don Juan Extracto. 100grs.;Don Juan;1499.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2140;Extracto de ají chileno frasco 100 g;Don Juan;1299.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2141;Crema Huancaína 450 g;Alacena;4759.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2142;Ají merken 240 g;Don Juan;1059.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2143;Sazonador ají chipotle 30 g;Pancho Villa;1149.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2144;Ketchup 397 g;HuntS;2799.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2145;Mostaza suave vintage 450 g;Traverso;0.0;1999.0;2399.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;400.0;0.61;1.0
2146;Salsa bloody mary Tabasco 946 ml;Tabasco;7319.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2147;Ají en crema 350 g;Traverso;0.0;879.0;1099.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;220.0;0.336;1.0
2148;Salsa Mexicana Casera La Costeña 250 grs.;La Costeña;2049.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2149;Salsa BBQ original 510 g;Baby Rays;3199.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2150;Salsa BBQ hickory 510 g;American Classic;2499.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2151;Ají pebre en crema botella 240 g;Don Juan;1059.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2152;Mostaza fuerte vintage 450 g;Traverso;0.0;1999.0;2399.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;400.0;0.61;1.0
2153;Mostaza Spicy Brown 340 g;American Classic;1999.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2154;Mostaza Horserad 340 g;American Classic;1999.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2155;Salsa BBQ hickory 510 g;Baby Rays;3199.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2156;Salsa ají Máxima 240 g;Máxima MP;879.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2157;Ají pebre 450 g;Traverso;0.0;1999.0;2399.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;400.0;0.61;1.0
2158;Ketchup 350 g;Sin Marca;0.0;1183.0;1479.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;296.0;0.452;1.0
2159;Ají en crema vintage 450 g;Traverso;0.0;1999.0;2329.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;330.0;0.503;1.0
2160;Mostaza de Dijón Bornier 370 g;Bornier;4959.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2161;Ketchup vintage 450 g;Traverso;0.0;2349.0;2719.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;370.0;0.564;1.0
2162;Salsa Picante Tabasco Botella 150 cc;Tabasco;6949.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2163;Uchucuta 400 g;Alacena;4719.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2164;Salsa Verde de Habanero La Costeña 150 grs.;La Costeña;1839.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2165;Salsa Taquera La Costeña 250 grs.;La Costeña;2049.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2166;Pack complepack 480 g;Traverso;1849.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2167;Pasta de ají con oliva y ajo 145 g;De Camacho;2389.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2168;Salsa de soya 591 ml;Kikkoman;7819.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2169;Ají pebre doypack 500 g;Traverso;2139.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2170;Salsa Tabasco 60 ml2 5L  Habanero;Tabasco;3869.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;4;0.0;0.0;1.0
2171;Pack sopaipack 480 g;Traverso;1849.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;4;0.0;0.0;1.0
2172;Salsa Wasabi 262 ml;Kikkoman;7639.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;4;0.0;0.0;1.0
2173;Salsa arriera La Costeña 250 g;La Costeña;2049.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;4;0.0;0.0;1.0
2174;Ketchup 190 g;Heinz;1099.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;4;0.0;0.0;1.0
2175;Pasta ají criolla ahumada 145 g;De Camacho;2389.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;4;0.0;0.0;1.0
2176;Chimichurri 250 g;Locos Por El Asado;3119.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;4;0.0;0.0;1.0
2177;Aderezo vegano original low fat 350 g;Not Mayo;0.0;1999.0;2499.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;4;500.0;0.763;1.0
2178;Salsa ají toro diablo 100 g;De Camacho;2389.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;4;0.0;0.0;1.0
2179;Salsa de soya con dispensador 148 ml;Kikkoman;4169.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;4;0.0;0.0;1.0
2180;Salsa Verde Tabasco Frasco 60 cc;Tabasco;3639.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;4;0.0;0.0;1.0
2181;Salsa Roja de Habanero La Costeña 150 grs.;La Costeña;1839.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;4;0.0;0.0;1.0
2182;Adobo chileno 250 g;Locos Por El Asado;3119.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;4;0.0;0.0;1.0
2183;Mayonesa de soya ajo Eggless 352 g;Eggless;2769.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;4;0.0;0.0;1.0
2184;Mayonesa Eggless arveja2 5L  352 g;Eggless;2749.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;4;0.0;0.0;1.0
2185;Ketchup tamaño grande 1.8 kg;American Classic;4999.0;0.0;0.0;0;despensa;aderezos-y-salsas;2022-07-16 19:41:59.974480;1 un;1;4;0.0;0.0;1.0
2186;Spaghetti N 5 Trattoria Bolsa 400 g2 5L  Con huevos frescos;Trattoria;0.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;0.0;0.0;1.0
2187;Salsa de tomate natural 200 g;Cuisine & Co;289.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;0.0;0.0;1.0
2188;Spaghetti N° 5 Máxima 400 g;Máxima MP;0.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;0.0;0.0;1.0
2189;Salsa de tomate italiana 200 g;Cuisine & Co;0.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;0.0;0.0;1.0
2190;Spaghetti N°5 al huevo 400 g;Talliani;0.0;759.0;959.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;200.0;0.305;1.0
2191;Spaghetti N°5 400 g;Lucchetti;919.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;0.0;0.0;1.0
2192;Pack 3 un. spaghetti n5 400 g + salsa italiana 200 g;Carozzi;2759.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;0.0;0.0;1.0
2193;Spaghetti N° 5 bolsa 400 g;Carozzi;0.0;819.0;999.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;180.0;0.275;1.0
2194;Espirales Máxima 400 g;Máxima MP;0.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;0.0;0.0;1.0
2195;Tallarines N° 87 bolsa 400 g;Carozzi;0.0;819.0;999.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;180.0;0.275;1.0
2196;Salsa de Tomates italiana pack 6 un.;Lucchetti;2549.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;0.0;0.0;1.0
2197;Salsa de tomate italiana 6 un. 200 g;Malloa;2799.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;0.0;0.0;1.0
2198;Fideos mostaccioli 400 g;Lucchetti;919.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;0.0;0.0;1.0
2199;Espirales al huevo 400 g;Talliani;0.0;759.0;959.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;200.0;0.305;1.0
2200;Salsa de Tomate Maggi Tuco con Carne 245g;Maggi;0.0;1349.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;-1349.0;-2.058;1.0
2201;Espirales 400 g;Carozzi;0.0;819.0;999.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;180.0;0.275;1.0
2202;Tallarín N°77 Máxima 400 g;Máxima MP;439.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;0.0;0.0;1.0
2203;Fideos para sopa mariposas 250 g;Carozzi;689.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;0.0;0.0;1.0
2204;Spaghetti N°5 Tr3s 400 g;Lucchetti;0.0;759.0;919.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;160.0;0.244;1.0
2205;Salsa de tomate italiana 200 g;Doña Clara;479.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;0.0;0.0;1.0
2206;Salsa de Tomate Maggi Tuco con Carne Pack 980g;Maggi;0.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;0.0;0.0;1.0
2207;Espirales 400 g;Lucchetti;919.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;0.0;0.0;1.0
2208;Cabellos de ángel 400 g;Carozzi;0.0;819.0;999.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;180.0;0.275;1.0
2209;Tallarines N° 87 espinaca 400 g;Carozzi;919.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;0.0;0.0;1.0
2210;Espirales Tr3s 400 g;Lucchetti;0.0;759.0;919.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;160.0;0.244;1.0
2211;Lasaña precocida 360 g;Lucchetti;1499.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;0.0;0.0;1.0
2212;Cabellos de ángel vitaminiza 400 g;Cuisine & Co;699.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;0.0;0.0;1.0
2213;Ravioli carne 400 g;Carozzi;1919.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;0.0;0.0;1.0
2214;Fideos para sopa granizo 250 g;Carozzi;689.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;0.0;0.0;1.0
2215;Spaghetti N°5 integrales 400 g;Lucchetti;0.0;759.0;919.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;160.0;0.244;1.0
2216;Fideos para sopa Dedalitos 250 g;Carozzi;689.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;0.0;0.0;1.0
2217;Spaghetti N 5 Vivo Bolsa 350 g;Vivo;879.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;0.0;0.0;1.0
2218;Salsa de Tomate Pomarola natural doypack 200 g;Carozzi;669.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;0.0;0.0;1.0
2219;Corbatas vitaminizadas 400 g;Cuisine & Co;0.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;0.0;0.0;1.0
2220;Corbatas 400 g;Carozzi;0.0;819.0;999.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;180.0;0.275;1.0
2221;Spaghetti N°5 integral 400 g;Carozzi;999.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;0.0;0.0;1.0
2222;Caracoquesos caja 296 g;Carozzi;1449.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;0.0;0.0;1.0
2223;Salsa de Tomate Toscana a la bolognesa doypack 200 g;Carozzi;769.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;0.0;0.0;1.0
2224;Spaghetti N°5 tricolorri tomate clásica y espinacas 400 g;Carozzi;919.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;0.0;0.0;1.0
2225;Corbatas 400 g;Lucchetti;919.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;0.0;0.0;1.0
2226;Canutos vitaminizados 400 g;Cuisine & Co;699.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;1;0.0;0.0;1.0
2227;Fideos caracolitos 250 g;Lucchetti;629.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2228;Espirales integrales 400 g;Lucchetti;0.0;759.0;919.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;160.0;0.244;1.0
2229;Canutos 400 g;Lucchetti;919.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2230;Salsa de Tomates Mamma Mia boloñesa doypack 200 g;Mamma Mia;679.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2231;Spaghetti N° 3 bolsa 400 g;Carozzi;0.0;819.0;999.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;180.0;0.275;1.0
2232;Lasaña precocida 360 g;Carozzi;1409.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2233;Corbata Tr3s 400 g;Lucchetti;0.0;759.0;919.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;160.0;0.244;1.0
2234;Salsa de Tomate Maggi Tuco Sabor Albahaca 245g;Maggi;0.0;1349.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;-1349.0;-2.058;1.0
2235;Fideos mariposas 250 g;Lucchetti;629.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2236;Salsa de tomate Pomarola de Carozzi 200 g2 5L  casera;Pomarola;639.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2237;Espirales Vivo Envase 350 g;Vivo;879.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2238;Pasta Mix Rigati tomate clásica y espinaca 400 g;Carozzi;919.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2239;Espirales integrales 400 g;Carozzi;1049.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2240;Salsa de Tomates natural doypack 200 g;Lucchetti;569.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2241;Corbatitas bolsa 400 g;Carozzi;0.0;819.0;999.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;180.0;0.275;1.0
2242;Lasaña precocida 200 g;Lucchetti;879.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2243;Fettuccini N° 88 bolsa 400 g;Carozzi;0.0;819.0;999.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;180.0;0.275;1.0
2244;Cabellos de ángel 400 g;Lucchetti;919.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2245;Mostaccioli 400 g;Carozzi;0.0;819.0;999.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;180.0;0.275;1.0
2246;Salsa de Tomate Maggi Tuco con Pollo 245g;Maggi;0.0;1349.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;-1349.0;-2.058;1.0
2247;Capellini bolsa 400 g;Carozzi;0.0;819.0;999.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;180.0;0.275;1.0
2248;Spaghetti Vivo sin gluten 250 g;Carozzi;1919.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2249;Salsa de tomate italiana 200 g;Malloa;0.0;589.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;-589.0;-0.899;1.0
2250;Quífaros bolsa 400 g;Carozzi;0.0;819.0;999.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;180.0;0.275;1.0
2251;Salsa de Tomates a la albahaca 200 g;Lucchetti;569.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2252;Nidos de fetuccini al huevo 400 g;Talliani;1459.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2253;Puré de tomate 400 g;Mutti;1699.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2254;Cabellitos de ángel 400 g;Talliani;0.0;759.0;959.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;200.0;0.305;1.0
2255;Puré de tomate Passata 700 g;Mutti;2399.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2256;Lasagna tradicional caja 400 g;Carozzi;2199.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2257;Salsa de Tomate Toscana trocitos de aceituna y aceite de oliva doypack 200 g;Carozzi;749.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2258;Salsa de tomate Pomarola de Carozzi 800 g2 5L  Italiana;Pomarola;2059.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2259;Tallarín N°77 400 g;Lucchetti;919.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2260;Caracoles bolsa 400 g;Carozzi;0.0;819.0;999.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;180.0;0.275;1.0
2261;Pasta para uno caracoqueso 70 g;Carozzi;1039.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2262;Salsa de Tomates Mamma Mia napolitana doypack 200 g;Mamma Mia;679.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2263;Rigatoni 400 g;Carozzi;0.0;819.0;999.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;180.0;0.275;1.0
2264;Caracoles 400 g;Lucchetti;919.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2265;Salsa de tomate Pomarola natural 213 g;Pomarola;629.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2266;Corbatas tricolor 400 g;Carozzi;0.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;2;0.0;0.0;1.0
2267;Salsa italiana sachet 200 g;Pomarola;619.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2268;Macaroni & cheese 296 g;Lucchetti;1359.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2269;Salsa de tomate Pomarola italiana 213 g;Pomarola;629.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
2270;Salsa de Tomate Toscana al pesto doypack 200 g;Carozzi;769.0;0.0;0.0;0;despensa;pastas-y-salsas;2022-07-16 19:41:59.974480;1 un;1;3;0.0;0.0;1.0
